member_id,amount_due,due_date,payment_date,is_paid,fine_amount
410,53.66,2024-05-22,,False,30.47
411,198.2,2024-06-27,2024-07-06,True,0.0
411,170.08,2024-05-11,2024-05-31,True,0.0
412,153.29,2024-05-31,,False,48.4
412,101.21,2024-10-11,,False,29.38
412,197.94,2024-12-02,,False,35.41
413,149.24,2024-09-08,2024-09-27,True,0.0
413,66.89,2024-03-11,2024-03-16,True,0.0
413,110.18,2024-06-23,2024-07-17,True,0.0
413,137.59,2024-07-08,2024-07-11,True,0.0
414,196.98,2024-03-04,,False,8.15
414,57.21,2024-06-27,,False,41.31
415,190.91,2024-08-26,,False,5.37
415,70.16,2024-09-19,,False,30.04
416,160.53,2024-01-12,2024-01-19,True,0.0
417,92.22,2024-03-14,2024-03-26,True,0.0
417,161.65,2024-01-28,,False,27.49
418,174.4,2024-06-28,,False,46.79
418,104.45,2024-03-10,2024-04-09,True,0.0
418,130.31,2023-12-31,,False,44.68
418,124.91,2024-05-30,,False,6.54
419,195.24,2024-11-24,2024-12-16,True,0.0
419,85.62,2024-10-12,2024-10-21,True,0.0
419,53.36,2024-09-15,,False,46.15
419,51.36,2024-06-07,,False,42.05
420,81.73,2024-01-05,,False,39.17
420,101.72,2024-06-08,,False,39.34
420,80.3,2024-01-30,,False,29.73
420,65.31,2024-07-22,2024-08-15,True,0.0
421,123.8,2024-08-01,2024-08-11,True,0.0
421,156.73,2023-12-25,2024-01-07,True,0.0
422,117.26,2024-03-14,2024-03-22,True,0.0
422,152.27,2023-12-12,2023-12-17,True,0.0
422,75.98,2024-10-16,2024-10-19,True,0.0
422,170.81,2024-06-25,2024-06-30,True,0.0
422,196.9,2024-09-30,,False,43.68
423,69.17,2024-11-16,2024-11-29,True,0.0
423,173.34,2023-12-09,,False,16.34
423,105.48,2024-01-19,,False,32.2
423,93.83,2024-02-13,2024-03-02,True,0.0
423,166.1,2024-12-06,,False,23.49
424,54.37,2024-08-04,,False,12.25
424,114.84,2024-05-05,2024-05-09,True,0.0
424,102.52,2024-08-05,2024-08-29,True,0.0
425,187.13,2024-07-10,,False,35.1
425,100.39,2024-09-02,,False,9.64
425,117.7,2024-06-30,,False,7.69
426,115.9,2024-03-24,2024-03-29,True,0.0
426,79.75,2024-08-23,,False,41.46
426,179.54,2024-06-11,2024-07-06,True,0.0
427,74.55,2024-05-27,,False,48.7
427,140.89,2024-01-01,2024-01-05,True,0.0
427,79.93,2024-04-25,,False,34.3
427,109.38,2024-10-01,2024-10-27,True,0.0
428,107.19,2024-09-10,2024-10-08,True,0.0
429,107.1,2024-09-09,2024-10-09,True,0.0
429,178.82,2023-12-08,,False,27.43
429,58.8,2024-09-10,2024-09-28,True,0.0
430,126.32,2024-08-04,2024-08-10,True,0.0
430,74.03,2024-02-03,,False,29.31
430,116.69,2024-10-15,,False,11.83
430,61.66,2024-06-12,2024-06-13,True,0.0
431,185.1,2024-02-17,2024-03-02,True,0.0
431,143.02,2024-07-15,2024-08-09,True,0.0
432,190.68,2024-11-06,2024-11-19,True,0.0
432,71.4,2024-09-06,2024-09-17,True,0.0
432,130.44,2024-03-19,,False,15.12
432,141.17,2023-12-15,2024-01-02,True,0.0
432,56.08,2024-08-21,2024-09-14,True,0.0
433,72.05,2024-01-04,,False,49.17
434,92.89,2024-11-08,2024-11-19,True,0.0
435,98.14,2024-09-01,,False,24.93
435,91.92,2024-08-26,2024-08-27,True,0.0
435,175.81,2024-05-22,2024-06-19,True,0.0
435,80.77,2023-12-29,2023-12-30,True,0.0
435,85.96,2024-09-01,,False,33.47
436,62.54,2024-06-14,,False,22.01
437,53.77,2024-08-04,2024-08-21,True,0.0
437,151.05,2024-08-25,2024-09-09,True,0.0
437,151.97,2024-02-21,,False,18.11
437,168.02,2024-03-25,2024-04-15,True,0.0
438,190.4,2024-06-18,,False,9.03
438,61.25,2024-05-22,,False,18.4
438,190.86,2024-07-14,2024-07-21,True,0.0
439,70.74,2024-07-03,,False,33.79
439,140.31,2024-01-19,2024-01-28,True,0.0
439,137.62,2024-07-31,2024-08-26,True,0.0
439,57.5,2024-09-22,2024-09-25,True,0.0
440,85.76,2024-08-21,2024-08-23,True,0.0
441,195.28,2024-01-03,,False,18.31
441,117.15,2024-01-10,,False,34.51
441,103.05,2023-12-24,,False,7.08
441,60.06,2024-05-21,,False,41.04
442,113.96,2024-01-28,2024-02-13,True,0.0
443,52.54,2024-04-07,2024-04-15,True,0.0
443,97.81,2024-01-21,,False,43.07
443,74.56,2024-07-02,2024-07-13,True,0.0
443,143.35,2024-02-18,,False,9.92
444,113.54,2024-07-27,2024-08-11,True,0.0
444,132.95,2024-01-24,,False,32.53
444,141.31,2024-03-16,,False,35.87
444,132.01,2024-12-07,,False,47.14
445,79.88,2024-01-23,2024-02-14,True,0.0
445,88.56,2024-01-06,2024-02-05,True,0.0
445,160.9,2024-06-21,2024-07-12,True,0.0
445,170.1,2024-08-12,,False,23.37
446,184.05,2024-05-10,2024-05-28,True,0.0
446,96.37,2024-02-20,,False,21.43
446,123.64,2024-05-14,,False,29.35
446,112.49,2024-04-26,,False,17.64
447,124.72,2024-03-22,,False,43.7
447,164.79,2024-08-31,,False,19.44
447,147.77,2024-05-20,,False,39.53
447,57.2,2024-04-05,,False,5.21
448,138.32,2024-10-15,,False,17.46
448,87.66,2024-05-01,,False,27.68
448,146.78,2024-11-06,2024-11-20,True,0.0
448,85.52,2024-09-12,2024-09-22,True,0.0
449,165.8,2024-08-27,,False,49.32
449,59.69,2024-11-15,,False,13.13
449,146.54,2024-06-28,,False,46.83
450,157.95,2024-08-09,2024-08-15,True,0.0
450,138.74,2024-02-09,,False,29.85
450,175.18,2024-04-09,,False,29.87
451,126.72,2024-10-06,2024-10-23,True,0.0
451,55.69,2024-09-02,2024-09-24,True,0.0
452,90.72,2024-02-16,,False,45.31
452,57.67,2024-10-23,,False,8.02
452,139.36,2023-12-08,,False,36.0
453,55.37,2024-02-15,2024-03-02,True,0.0
453,154.22,2024-10-04,2024-10-07,True,0.0
453,144.37,2024-09-15,,False,20.69
453,58.03,2024-12-03,2024-12-13,True,0.0
454,113.26,2023-12-20,,False,17.17
454,164.84,2024-07-04,2024-07-10,True,0.0
455,76.16,2024-03-07,2024-03-31,True,0.0
455,165.86,2024-03-01,2024-03-17,True,0.0
455,116.03,2024-01-01,2024-01-29,True,0.0
456,126.58,2024-04-23,,False,27.61
456,53.56,2024-11-02,2024-11-03,True,0.0
456,121.93,2024-12-04,2024-12-23,True,0.0
456,162.34,2024-01-13,,False,36.99
456,166.05,2024-11-25,,False,34.93
457,197.28,2024-06-25,2024-07-01,True,0.0
457,129.13,2024-07-01,2024-07-17,True,0.0
457,84.17,2024-06-29,,False,45.99
457,131.26,2024-10-25,2024-11-13,True,0.0
458,169.01,2024-06-05,,False,43.1
459,84.08,2024-07-05,,False,33.21
459,59.05,2024-04-23,,False,44.66
459,115.72,2024-04-01,2024-04-14,True,0.0
460,160.75,2024-08-11,,False,26.74
460,134.65,2024-02-06,,False,7.53
460,152.96,2024-03-05,2024-03-17,True,0.0
461,189.77,2024-03-11,2024-03-21,True,0.0
461,177.59,2024-10-25,2024-10-28,True,0.0
461,178.94,2024-10-01,,False,44.65
462,90.73,2024-10-09,,False,19.81
463,53.54,2024-04-15,,False,38.03
463,78.34,2024-04-18,,False,14.35
463,62.04,2024-03-05,,False,38.62
463,85.77,2024-07-15,,False,25.09
464,113.62,2024-01-11,,False,35.85
465,167.8,2024-01-13,2024-01-21,True,0.0
465,166.09,2024-07-30,2024-08-13,True,0.0
466,173.84,2024-02-14,2024-02-27,True,0.0
467,136.95,2024-12-03,2024-12-14,True,0.0
467,197.47,2024-01-09,2024-01-11,True,0.0
468,59.28,2024-09-19,2024-09-23,True,0.0
469,147.09,2024-02-20,2024-02-28,True,0.0
469,120.71,2024-05-21,,False,47.54
469,119.43,2024-02-12,,False,43.97
470,104.01,2024-01-23,,False,15.38
470,171.72,2024-03-07,,False,18.26
470,167.05,2024-08-12,,False,22.32
471,175.6,2024-10-12,2024-10-28,True,0.0
471,172.67,2024-08-21,2024-09-13,True,0.0
471,188.16,2024-01-09,2024-02-02,True,0.0
472,180.15,2023-12-11,,False,33.41
472,92.06,2024-02-11,,False,23.19
473,160.29,2023-12-20,2024-01-01,True,0.0
473,84.97,2024-08-09,,False,45.06
473,96.87,2024-05-22,2024-06-21,True,0.0
473,107.91,2024-05-15,,False,6.54
473,105.28,2024-01-18,2024-01-30,True,0.0
474,134.61,2024-07-05,,False,20.74
474,97.62,2024-09-20,2024-10-13,True,0.0
475,141.43,2024-05-05,,False,31.85
475,57.74,2024-09-04,,False,29.69
475,128.57,2024-11-17,2024-11-28,True,0.0
476,193.45,2024-09-27,,False,40.02
476,113.18,2024-04-18,,False,44.27
477,51.72,2024-04-06,2024-04-07,True,0.0
478,122.97,2024-02-19,2024-02-22,True,0.0
478,64.47,2024-01-08,,False,6.8
478,91.05,2024-11-23,,False,12.06
479,73.33,2024-06-07,,False,32.17
479,56.73,2024-11-17,2024-12-01,True,0.0
479,128.86,2023-12-24,2024-01-06,True,0.0
479,70.47,2024-10-20,2024-11-14,True,0.0
479,109.69,2024-04-08,2024-04-27,True,0.0
480,71.05,2024-01-18,,False,6.56
480,199.23,2024-04-21,2024-05-19,True,0.0
480,87.23,2023-12-22,2024-01-14,True,0.0
481,170.37,2024-04-06,,False,27.09
481,192.84,2024-08-31,,False,41.93
482,173.14,2024-08-16,,False,44.35
483,162.59,2024-08-08,,False,12.22
483,142.0,2024-04-15,2024-04-19,True,0.0
483,111.92,2024-10-20,,False,13.05
483,101.22,2024-11-08,,False,15.63
483,104.17,2024-02-12,,False,38.91
484,179.88,2024-03-24,,False,36.52
485,102.16,2024-08-26,2024-09-15,True,0.0
485,67.34,2024-10-30,2024-11-20,True,0.0
485,199.03,2024-06-20,,False,26.6
485,180.64,2024-07-02,2024-07-18,True,0.0
485,127.47,2024-06-15,2024-07-05,True,0.0
486,140.4,2024-02-25,2024-03-19,True,0.0
486,117.82,2024-08-24,,False,46.56
487,131.85,2024-01-12,2024-01-15,True,0.0
487,130.35,2024-12-06,2024-12-20,True,0.0
487,74.99,2024-08-06,,False,20.09
487,115.0,2024-05-26,,False,25.2
488,196.75,2024-11-18,,False,13.75
488,192.46,2024-11-28,2024-12-16,True,0.0
488,183.51,2024-05-29,,False,26.89
488,163.02,2024-06-13,,False,16.23
489,135.62,2024-06-18,,False,15.44
489,85.76,2024-06-16,,False,49.57
489,183.79,2024-09-19,,False,30.9
489,80.91,2024-05-28,,False,12.15
489,53.65,2024-04-09,2024-05-04,True,0.0
490,54.78,2024-05-07,,False,48.11
491,169.55,2024-04-19,2024-05-12,True,0.0
491,77.55,2024-07-14,,False,19.65
491,138.33,2024-09-28,,False,20.69
491,71.72,2024-01-02,,False,9.92
492,115.77,2024-06-27,2024-07-11,True,0.0
492,92.42,2024-11-25,2024-12-06,True,0.0
493,65.22,2024-09-25,2024-10-18,True,0.0
493,182.03,2023-12-26,2024-01-22,True,0.0
493,168.41,2024-11-29,2024-12-01,True,0.0
493,107.76,2023-12-14,2024-01-01,True,0.0
494,81.22,2024-05-24,2024-06-08,True,0.0
494,143.38,2024-10-30,,False,49.07
494,181.84,2024-06-22,,False,40.14
494,84.24,2024-08-08,,False,18.96
495,108.01,2024-11-17,2024-12-08,True,0.0
495,143.29,2024-01-07,2024-02-04,True,0.0
495,138.09,2024-07-28,,False,40.94
495,142.63,2024-12-07,,False,13.94
495,126.08,2024-11-11,2024-11-23,True,0.0
496,170.47,2024-03-20,2024-03-29,True,0.0
496,174.44,2024-01-28,2024-02-11,True,0.0
497,180.04,2024-04-18,,False,23.06
497,122.52,2024-01-19,2024-01-23,True,0.0
497,67.05,2024-09-28,2024-10-08,True,0.0
497,54.98,2024-02-04,,False,42.93
497,114.0,2024-01-14,2024-01-20,True,0.0
498,95.41,2024-10-19,,False,36.89
498,127.04,2024-10-18,,False,23.4
498,186.85,2024-04-11,2024-05-08,True,0.0
499,72.76,2024-04-02,,False,39.72
499,107.91,2024-03-10,,False,33.3
499,139.12,2024-07-06,2024-07-29,True,0.0
500,110.56,2024-11-11,2024-11-19,True,0.0
501,82.76,2024-03-08,,False,8.37
501,181.3,2024-03-24,,False,25.19
501,68.37,2024-01-17,2024-02-14,True,0.0
501,183.41,2024-03-23,2024-04-14,True,0.0
501,154.65,2024-07-02,,False,34.43
502,93.12,2024-09-20,2024-10-14,True,0.0
502,88.61,2024-07-18,,False,16.56
502,95.81,2024-01-26,,False,31.11
503,155.25,2024-01-15,2024-01-16,True,0.0
503,77.84,2024-07-21,2024-08-17,True,0.0
504,126.34,2024-06-27,2024-07-12,True,0.0
504,73.91,2023-12-28,,False,18.03
504,113.48,2024-07-04,2024-08-01,True,0.0
505,105.06,2024-07-06,2024-07-28,True,0.0
505,135.61,2024-10-03,,False,27.04
505,56.32,2024-09-05,2024-09-14,True,0.0
505,99.48,2024-07-27,2024-08-12,True,0.0
506,198.82,2024-07-07,2024-08-02,True,0.0
506,93.54,2024-02-17,2024-02-24,True,0.0
506,59.89,2024-06-20,,False,31.18
506,52.29,2024-06-17,,False,34.91
507,161.7,2024-04-22,,False,25.91
508,148.28,2024-05-04,,False,9.35
509,168.41,2024-02-24,2024-03-05,True,0.0
509,50.12,2024-01-24,,False,26.86
509,162.51,2024-05-27,2024-06-01,True,0.0
509,78.75,2024-10-01,,False,8.22
510,181.43,2024-07-29,,False,23.36
510,157.95,2024-07-20,,False,20.11
510,95.46,2024-04-06,,False,30.73
510,173.51,2024-01-10,2024-02-01,True,0.0
510,120.89,2024-01-06,,False,46.43
511,193.03,2024-04-15,,False,7.94
511,185.41,2024-03-16,,False,18.15
511,92.54,2024-12-06,,False,48.14
511,65.59,2024-12-04,,False,17.81
512,64.43,2024-02-18,,False,9.97
512,63.11,2024-03-19,2024-03-22,True,0.0
512,133.25,2024-03-18,,False,38.71
512,73.54,2024-01-13,,False,15.41
512,128.81,2024-07-05,,False,23.2
513,197.64,2024-08-17,2024-08-23,True,0.0
513,178.47,2024-03-07,,False,35.69
513,88.45,2024-04-04,,False,47.97
513,132.02,2023-12-16,2024-01-10,True,0.0
514,81.03,2024-11-20,2024-12-13,True,0.0
514,66.81,2024-07-22,,False,6.97
514,132.71,2023-12-21,2023-12-24,True,0.0
514,79.25,2024-10-27,2024-10-30,True,0.0
514,97.02,2023-12-25,,False,39.92
515,194.7,2024-02-10,,False,43.1
515,68.19,2024-04-24,2024-05-13,True,0.0
515,142.27,2023-12-26,,False,40.58
515,51.75,2024-07-30,,False,40.67
516,74.36,2024-11-06,2024-11-22,True,0.0
516,132.52,2024-06-14,,False,18.43
516,184.26,2024-07-12,,False,38.6
517,159.49,2024-02-22,,False,34.48
517,111.85,2024-09-25,2024-10-05,True,0.0
517,86.0,2024-09-12,,False,38.71
518,145.33,2024-03-19,,False,8.77
518,95.66,2024-05-13,2024-06-02,True,0.0
518,184.7,2024-08-30,2024-09-24,True,0.0
518,51.29,2024-05-22,,False,36.07
519,66.1,2024-03-04,,False,37.85
519,64.44,2024-03-11,,False,19.46
520,64.18,2024-08-11,2024-09-08,True,0.0
520,81.0,2024-01-18,,False,18.95
520,67.92,2023-12-15,2024-01-03,True,0.0
520,123.36,2024-03-15,2024-04-08,True,0.0
521,179.77,2024-06-20,,False,38.66
521,168.54,2024-03-05,,False,6.57
522,100.07,2024-03-29,2024-04-25,True,0.0
522,132.83,2024-10-22,,False,18.65
523,186.73,2024-10-18,2024-10-28,True,0.0
523,90.61,2024-01-04,2024-01-07,True,0.0
523,56.28,2024-01-23,,False,37.84
523,123.67,2024-11-13,,False,19.91
523,120.72,2024-08-10,2024-08-31,True,0.0
524,70.72,2024-03-24,,False,19.45
524,131.65,2024-06-03,,False,32.43
524,145.1,2024-02-22,,False,33.7
524,131.07,2024-07-24,,False,40.98
524,79.54,2024-10-14,,False,14.92
525,194.31,2024-07-31,2024-08-27,True,0.0
526,87.53,2024-05-18,,False,5.21
526,81.79,2024-04-16,2024-05-07,True,0.0
526,170.87,2024-02-22,2024-03-16,True,0.0
527,125.81,2023-12-08,,False,16.43
527,131.1,2024-05-28,2024-06-14,True,0.0
527,56.12,2024-01-14,2024-02-09,True,0.0
528,142.28,2024-07-08,2024-08-05,True,0.0
528,51.39,2024-10-31,2024-11-25,True,0.0
528,169.84,2024-01-10,,False,31.0
529,110.02,2024-06-24,2024-07-13,True,0.0
529,141.26,2024-11-01,,False,25.3
529,138.25,2024-07-30,2024-08-27,True,0.0
530,187.24,2024-07-09,2024-07-30,True,0.0
530,59.71,2024-01-24,,False,36.1
530,125.34,2024-05-28,2024-06-19,True,0.0
530,186.35,2024-02-23,,False,27.12
531,158.76,2024-07-17,,False,30.56
531,159.49,2024-11-17,,False,31.34
531,190.66,2024-06-29,,False,41.77
531,115.73,2024-03-24,,False,38.64
532,71.71,2024-06-01,2024-06-18,True,0.0
532,184.78,2024-06-02,2024-06-07,True,0.0
532,122.19,2024-07-29,2024-08-11,True,0.0
532,161.01,2024-09-23,2024-10-09,True,0.0
533,123.4,2024-07-13,,False,17.57
534,131.3,2024-11-16,2024-12-14,True,0.0
534,82.69,2023-12-19,,False,18.48
534,154.18,2024-05-25,2024-06-23,True,0.0
534,112.34,2024-08-30,2024-09-14,True,0.0
534,77.15,2024-10-02,,False,5.76
535,184.48,2024-12-03,,False,17.24
535,144.39,2024-02-08,,False,28.14
535,123.96,2024-10-12,,False,18.17
535,121.43,2024-01-06,2024-01-27,True,0.0
535,112.3,2024-04-08,2024-04-23,True,0.0
536,141.68,2024-05-03,,False,18.45
536,150.15,2024-03-18,2024-04-02,True,0.0
537,94.99,2024-02-01,2024-02-17,True,0.0
537,169.88,2024-01-15,,False,14.53
537,117.59,2024-10-22,,False,30.53
538,139.9,2024-07-03,2024-07-26,True,0.0
538,103.36,2024-12-02,,False,31.46
538,62.42,2024-08-21,,False,44.06
539,90.0,2024-10-06,2024-10-23,True,0.0
539,99.33,2024-09-22,2024-10-19,True,0.0
539,96.69,2024-10-11,,False,47.54
539,149.23,2024-01-20,,False,35.2
540,127.42,2024-09-03,,False,49.95
540,138.2,2024-05-24,,False,15.7
540,73.05,2024-02-16,2024-03-12,True,0.0
540,192.23,2024-07-01,2024-07-14,True,0.0
540,139.24,2024-08-16,2024-08-25,True,0.0
541,98.06,2024-09-03,,False,27.98
542,152.58,2024-08-28,,False,19.47
542,183.14,2024-01-23,,False,48.6
542,139.03,2024-09-22,2024-09-23,True,0.0
542,125.25,2024-07-19,2024-08-01,True,0.0
543,185.7,2024-02-10,,False,20.73
544,134.77,2024-11-15,2024-12-15,True,0.0
544,60.17,2024-10-29,,False,26.13
544,61.66,2023-12-30,,False,38.29
544,52.91,2024-11-24,,False,18.85
545,56.4,2024-06-18,,False,42.38
545,129.48,2024-02-06,2024-02-17,True,0.0
545,129.55,2024-05-04,,False,5.57
545,159.19,2024-01-22,,False,27.72
545,66.69,2024-07-25,,False,43.77
546,150.64,2023-12-12,,False,35.6
546,183.06,2024-08-10,2024-08-12,True,0.0
547,58.51,2024-06-26,,False,44.11
548,154.94,2024-01-18,2024-02-03,True,0.0
548,99.27,2024-11-01,2024-12-01,True,0.0
548,141.49,2024-04-01,,False,7.24
549,118.03,2024-07-19,2024-08-04,True,0.0
549,148.45,2024-09-10,2024-10-07,True,0.0
549,121.85,2024-10-22,2024-10-27,True,0.0
549,75.2,2024-04-04,2024-04-22,True,0.0
549,141.79,2024-02-12,2024-02-24,True,0.0
550,121.79,2023-12-16,2024-01-02,True,0.0
551,170.82,2024-03-08,,False,16.36
551,105.21,2024-04-13,2024-05-08,True,0.0
551,113.67,2024-07-25,,False,5.65
551,92.3,2024-05-10,2024-05-14,True,0.0
551,150.01,2024-05-29,2024-06-26,True,0.0
552,127.25,2024-07-04,2024-07-13,True,0.0
553,160.26,2024-07-01,2024-07-11,True,0.0
553,120.12,2024-05-03,2024-06-02,True,0.0
553,129.46,2023-12-08,,False,39.53
553,58.24,2024-05-01,2024-05-18,True,0.0
554,67.16,2024-05-30,2024-06-09,True,0.0
554,171.52,2024-01-17,,False,30.95
554,77.22,2024-09-18,,False,43.24
555,96.52,2024-11-26,2024-12-12,True,0.0
556,175.66,2024-05-12,,False,12.67
556,156.55,2024-12-01,2024-12-14,True,0.0
556,110.53,2024-01-05,,False,45.16
557,162.47,2024-07-05,2024-07-29,True,0.0
557,187.54,2024-07-23,2024-07-25,True,0.0
557,171.63,2024-10-05,,False,15.61
558,143.66,2024-10-13,,False,20.87
559,50.67,2024-05-07,,False,11.39
560,91.7,2024-07-19,,False,9.77
560,194.81,2024-01-19,2024-02-16,True,0.0
560,168.86,2024-08-15,,False,9.95
560,125.0,2024-07-01,2024-07-19,True,0.0
560,99.67,2024-04-05,2024-04-24,True,0.0
561,167.81,2024-03-11,2024-04-10,True,0.0
561,129.92,2024-08-30,,False,26.02
562,104.41,2024-01-04,2024-01-29,True,0.0
562,132.48,2024-06-17,,False,5.14
562,55.08,2024-01-15,,False,43.03
562,78.35,2024-01-11,,False,23.08
562,122.28,2024-08-30,,False,29.05
563,77.65,2024-07-05,2024-08-04,True,0.0
563,119.24,2024-01-18,,False,22.22
563,121.43,2024-05-14,,False,9.22
564,72.36,2024-03-27,,False,30.15
564,127.8,2024-05-16,,False,15.01
565,175.24,2024-10-24,2024-10-25,True,0.0
565,71.39,2024-09-06,2024-09-28,True,0.0
566,92.74,2024-07-24,,False,36.7
567,122.45,2024-11-10,,False,24.01
567,103.33,2024-03-17,,False,16.14
568,63.8,2024-04-29,,False,33.37
568,132.05,2024-09-21,2024-10-12,True,0.0
568,50.48,2024-07-06,2024-07-29,True,0.0
568,89.38,2024-11-05,,False,23.4
568,84.97,2024-03-21,,False,49.7
569,148.69,2024-10-18,2024-11-11,True,0.0
570,183.48,2024-02-01,2024-02-20,True,0.0
570,64.66,2024-11-27,2024-12-08,True,0.0
571,75.44,2024-02-18,,False,12.31
571,62.04,2024-05-12,,False,27.82
571,57.67,2024-07-12,,False,14.18
572,145.26,2024-01-30,,False,23.1
572,179.81,2024-03-26,,False,43.91
572,164.62,2024-05-13,2024-06-05,True,0.0
572,86.22,2024-01-09,2024-02-07,True,0.0
572,148.74,2024-01-11,,False,29.44
573,76.74,2024-03-23,2024-03-24,True,0.0
573,127.3,2024-05-22,,False,19.1
574,163.04,2023-12-08,,False,25.04
574,125.54,2024-09-01,2024-09-13,True,0.0
575,86.99,2024-10-26,,False,16.25
576,156.94,2024-09-04,,False,38.87
577,101.68,2024-04-24,,False,27.92
577,141.87,2024-05-06,,False,36.62
577,113.18,2024-05-23,,False,49.32
578,160.69,2024-03-30,,False,38.19
578,151.07,2024-03-19,,False,5.98
579,95.82,2024-10-06,2024-10-26,True,0.0
580,173.48,2024-10-10,2024-11-02,True,0.0
580,111.63,2024-04-03,2024-04-08,True,0.0
581,106.38,2024-06-05,,False,21.39
582,193.04,2024-10-01,2024-10-20,True,0.0
582,179.69,2023-12-25,2024-01-20,True,0.0
582,154.54,2024-10-28,2024-11-17,True,0.0
582,112.22,2024-08-31,,False,12.97
583,79.26,2024-02-24,,False,13.36
584,112.85,2024-08-28,,False,29.13
584,188.03,2024-01-09,2024-01-17,True,0.0
584,89.8,2024-03-01,,False,18.79
585,106.57,2024-02-28,,False,17.15
585,179.65,2024-11-10,,False,14.44
586,80.47,2024-10-19,2024-11-05,True,0.0
586,109.76,2023-12-10,2023-12-13,True,0.0
586,81.46,2023-12-25,,False,20.19
586,156.0,2024-05-08,,False,41.55
587,143.27,2024-11-18,,False,6.63
587,117.22,2024-03-11,2024-03-18,True,0.0
587,173.25,2024-05-22,2024-05-24,True,0.0
588,89.45,2024-05-24,2024-06-07,True,0.0
588,159.05,2024-11-15,2024-11-27,True,0.0
588,197.1,2024-08-29,2024-09-12,True,0.0
588,88.71,2024-08-05,,False,34.15
589,64.19,2024-06-05,2024-06-11,True,0.0
590,108.02,2024-07-26,,False,47.01
590,89.8,2024-04-07,2024-04-27,True,0.0
590,186.14,2024-05-14,2024-05-19,True,0.0
590,115.59,2024-05-29,,False,23.59
591,118.01,2024-11-05,,False,45.12
591,87.9,2024-08-17,2024-08-24,True,0.0
591,65.89,2024-01-11,,False,25.81
591,93.66,2024-04-03,,False,24.58
592,142.42,2024-03-03,2024-03-21,True,0.0
592,75.89,2024-08-10,,False,30.37
592,114.82,2024-11-05,,False,12.28
592,128.66,2024-06-21,2024-07-02,True,0.0
592,51.55,2024-08-14,,False,43.64
593,100.38,2024-04-04,,False,6.63
593,177.62,2024-02-18,,False,34.09
594,71.32,2024-01-12,2024-01-28,True,0.0
594,168.33,2024-12-06,,False,43.78
594,194.98,2024-08-11,2024-09-02,True,0.0
594,99.23,2024-09-07,,False,17.37
595,50.42,2024-01-08,,False,43.96
595,128.87,2024-03-17,2024-04-02,True,0.0
595,119.83,2024-05-08,,False,37.32
595,57.98,2024-07-27,2024-08-18,True,0.0
595,100.44,2024-07-11,2024-07-23,True,0.0
596,113.11,2024-10-30,,False,10.35
597,79.72,2024-01-28,,False,26.9
597,132.72,2024-06-30,,False,34.55
598,87.38,2024-03-01,,False,43.85
598,127.77,2024-05-11,2024-06-06,True,0.0
598,50.3,2023-12-31,2024-01-29,True,0.0
598,193.14,2024-04-06,,False,41.23
599,71.49,2024-08-13,,False,5.02
599,161.92,2024-07-21,,False,23.44
599,117.78,2024-02-18,2024-03-13,True,0.0
599,168.59,2024-04-23,2024-04-26,True,0.0
599,82.14,2024-07-28,2024-07-31,True,0.0
600,77.05,2024-11-25,,False,46.72
600,129.56,2024-03-31,,False,6.57
600,125.32,2024-09-04,,False,15.71
600,73.77,2023-12-10,,False,26.31
601,102.21,2024-08-09,,False,8.56
602,132.84,2024-11-01,,False,28.7
602,191.35,2024-01-20,2024-02-09,True,0.0
603,113.78,2024-03-15,2024-04-08,True,0.0
603,80.44,2024-01-23,,False,9.4
603,149.81,2024-05-31,,False,17.54
603,191.23,2024-09-16,,False,33.91
604,188.94,2024-09-22,,False,15.88
605,82.61,2024-11-05,2024-11-29,True,0.0
605,157.6,2024-04-03,2024-04-08,True,0.0
606,70.51,2024-08-21,2024-08-27,True,0.0
606,138.72,2024-06-30,2024-07-26,True,0.0
607,168.88,2024-02-07,2024-03-07,True,0.0
607,72.64,2024-02-23,,False,32.46
607,82.99,2024-04-17,2024-05-08,True,0.0
607,84.45,2024-01-16,2024-02-11,True,0.0
608,81.55,2024-11-21,,False,25.2
609,93.03,2024-02-11,2024-03-04,True,0.0
609,91.0,2024-10-17,2024-11-07,True,0.0
609,144.94,2024-08-03,,False,13.93
609,112.83,2024-03-11,,False,5.83
610,94.3,2024-11-18,2024-12-12,True,0.0
610,93.38,2024-01-27,,False,48.03
610,100.98,2024-04-16,2024-05-04,True,0.0
610,76.04,2024-09-03,,False,14.4
610,175.47,2024-09-11,2024-09-14,True,0.0
611,132.33,2024-12-01,2024-12-27,True,0.0
611,136.77,2024-08-10,,False,33.93
611,171.63,2024-06-05,,False,8.09
612,129.22,2024-10-09,2024-11-04,True,0.0
613,90.52,2024-02-17,,False,20.14
613,135.46,2024-08-02,,False,31.04
614,133.31,2024-03-07,,False,11.06
614,187.09,2024-01-16,,False,24.28
615,82.14,2024-09-20,2024-10-06,True,0.0
615,135.72,2024-04-13,,False,10.39
615,154.33,2024-03-06,2024-03-24,True,0.0
615,92.62,2024-08-01,,False,13.12
615,114.79,2024-01-30,2024-02-29,True,0.0
616,181.38,2024-02-10,,False,27.16
616,140.05,2024-04-05,,False,15.15
616,108.37,2024-01-16,,False,23.82
616,192.52,2024-01-25,,False,16.81
616,61.88,2024-04-21,2024-05-12,True,0.0
617,174.72,2024-04-03,2024-05-02,True,0.0
